number_of_occurence, full_citation
1,Mhvs.vi.3
1,DN.ii.271
1,Vv.30#7
1,AN.v.272
1,Thag-a.225
1,Cnd.420A
1,Dhs.1153
1,Dhs.1170
1,Pts.ii.22
1,Pv.ii.9#18
1,Thag.378
1,Thig.354
1,Ja.vi.28
1,AN.iv.402
1,Snp-a.215
1,Thag.884
1,Thig.68
1,Snp-a.205
1,Ja.ii.255
1,Vv.33#191
1,Vv-a.143
1,Ja.ii.130
1,Thag.1039
1,Vv.6#17
1,Ja.v.428
1,Mhvs.260
1,Pv.iv.3#46
1,Cnd.2#4
1,Thag.93
1,Snp-a.31
1,Thag.818
1,MN.i.277
1,Pv.i.2#2
1,Pts.ii.152
1,Pts.ii.163
1,Pts.ii.232
1,Dhs.783
1,Dhs.53
1,Dhs.330
1,MN.iii.206
1,Thig.277
1,Dhs-a.77
1,Thag.468
1,Thag.1225
1,Dhp.299
1,Vin.ii.313
1,Dhs.1305
1,Dhp-a.330
1,Vin.iii.123
1,Dhs.844
1,Dhs-a.301
1,Dhs.790
1,Vb.180
1,Dhs.967
1,Kv.210
1,Dhs-a.160
1,Vin.iii.190
1,Kv.58
1,Dhs.616
1,Dhs.684
1,Dhs.445
1,Dhs.558
1,Shhp.55
1,Dhp-a.36
1,Snp-a.i.238
1,Sdhp.330
1,Cnd.645
1,Cnd.172
1,AN.i.248
1,SN.v.171
1,Vv.78#1
1,Vism.547
1,Vism.581
1,Vin.iii.168
1,Vin.v.101
1,Vin.v.150
1,Dhp-a.235
1,Thag.962
1,Thag.1073
1,Cnd.206#b
1,Cnd.5
1,Thig.537
1,DN-a.246
1,Lal.251
1,Mvu.i.50
1,Dhp-a.391
1,Vv.34#5
1,Mvu.iii.312
1,Divy.459
1,Thag.954
1,Abhp.640
1,Thag-a.186
1,Thag.510
1,Vin.iv.70
1,Divy.316
1,Mvu.i.6
1,Mvu.iii.455
1,Vin.ii.328
1,an.i.119
1,an.i.227
1,Ja.v.181
1,Sdhp.166
1,Dhp.i.313
1,Avs.ii.156
1,Ja.iii.78
1,Dhp-a.161
1,Pgdp.33
1,Pv.ii.5
1,Dhp-a.iv.218
1,Vin.ii.71
1,Pgdp.60
1,Divy.307
1,Dhp-a.i.316
1,Vv.iii.2#2
1,Dpvs.iv.19
1,Ne.171
1,Ne.186
1,Dhs.1124
1,Dhs.454
1,Dhs.1329
1,DN-a.91
1,Dhtp.78
1,Dhtp.557
1,Dhtm.783
1,Dhtp.90
1,Dhtp.555
1,Dhtm.115
1,Dhtm.781
1,Pgdp.23
1,Dhtp.271
1,Vin.i.391
1,Dhtp.278
1,Divy.631
1,AN.iii.342
1,DN.i.411
1,Cp.i.10#19
1,Snp.p.45
1,Snp-a.153
1,Vv.17#5
1,Avs.i.56
1,Vv.58#8
1,Abhp.859
1,Dhp.i.52
1,Vin.ii.275
1,Snp.525
1,Dhtp.118
1,Dhtm.173
1,Abhp.624
1,Dhp.i.89
1,Divy.147
1,Dhp-a.iii.75
1,Cnd.217
1,Divy.582
1,Dhtm.93
1,Pv.ii.3#9
1,Pgdp.48
1,Dhp-a.iii.178
1,Dhtp.81
1,Divy.518
1,Dhtp.179
1,Pv.iv.3#43
1,Vv.113
1,Dhtp.105
1,Pp-a.225
1,MN.i.358
1,MN.ii.150
1,AN.iv.259
1,Ja.V.89
1,Dhtm.196
1,Vb.1–61
1,Vb.409
1,Pts.ii.74
1,Vb.407
1,Pts.ii.76
1,Thag.23
1,Thag.379
1,SN.iii.52
1,SN.iii.181
1,SN.iii.114
1,Vism.611
1,Dhtp.218
1,Sdhp.202
1,MN.i.5
1,Dhs.872
1,Kvu.230
1,DN-a.i.203
1,Thag.45
1,Dhtp.260
1,Dhtm.375
1,Thag.512
1,Dhtp.611
1,Dhtm.406
1,Dhtp.155
1,Dpvs.238
1,Pv.i.12#11
1,Vv.16#12
1,Vin.i.131
1,Vin.ii.64
1,Dhtp.479
1,Dhs.177
1,Snp-a.262
1,Cnd.9
1,Vin.ii.100
1,Vv.33#24
1,Dhtp.625
1,Divy.465
1,Dhtp.206
1,Dhtp.435
1,Avs.i.236
1,Dhp-a.iii.284
1,Kp-a.244
1,Avs.i.279
1,Avs.ii.113
1,Dhtp.279
1,Dhp-a.140
1,Dhp.i.27
1,Vism.474
1,Dhp-a.i.372
1,Cnd.223
1,Dhtp.76
1,Vin.v.167
1,Dpvs.iv.8
1,Dpvs.iv.14
1,Bv.iv.28
1,Dhtp.574
1,Vin.v.140
1,SN.ii.168#2
1,SN.ii.133#2
1,Dhp-a.i.291
1,Dhp-a.ii.244
1,Kp-a.251
1,Avs.i.264
1,Avs.i.272
1,Avs.ii.87
1,Avs.ii.95
1,AN.iv.459
1,SN.v.477
1,Dhp.i.66
1,AN.iv.395
1,Dhs.1472
1,Vb.55
1,Vb.117
1,Dhs.1480
1,AN.i.2
1,SN.iii.252
1,Dhs.655
1,Dhs.410
1,Avs.ii.40#2
1,AN.iv.207
1,Vin.iv.45
1,Ne.34
1,Vb.413
1,Nd.342
1,Pp-a.226
1,Dhtp.340
1,Ne.184
1,Cnd.4
1,Thig.368
1,Cnd.3
1,Dhtp.262
1,Kp-a.163
1,Vin.v.350
1,Cnd.2
1,Dhp-a.128
1,Cnd.90
1,AN.iii.296
1,Avs.i.168
1,Avs.i.172.
1,Vin.iii.213
1,MN.i.400
1,Snp.480
1,Dhtp.167
1,Vin.i.29
1,Dhs.697
1,Vin.v.210
1,Dhs.1013.
1,Ja.i.465
1,Thig.152
1,Cnd.369
1,Dpvs.i.55
1,Avs.ii.24
1,MN.i.274
1,Dpvs.v.5
1,Dhtp.488
1,Dhtp.439
1,DN.iii.179
1,Sdhp.376
1,Kp.11
1,Thag.653
1,Thag.1005
1,Vv.30#8
1,Dhp-a.iii.282
1,Cnd.230
1,Thag.919
1,Dhtp.576
1,Dhp-a.iv.124
1,Dhtp.337
1,Thag.1153
1,Cnd.231
1,Ja.iii.118
1,AN.iii.302
1,Dhp-a.157
1,Cp.iii.15#1
1,Avs.i.68
1,Vv.81#8
1,Dhp-a.ii.218
1,AN.iv.373
1,Pts.i.68
1,Vism.673
1,Avs.ii.25
1,DN.iii.67
1,SN.i.267
1,Pv-a.312
1,Cnd.233
1,Pv.iv.10#9
1,Mnd.208
1,Thag.643
1,Dhp-a.i.74
1,Dhp-a.iv.135
1,Dhp-a.ii.256
1,Thig.493
1,Mhvs.vii.35
1,Mhvs.vii.36
1,Dhs.628
1,Dhtp.487
1,Pv.iv.6#3
1,Thag.401
1,DN.ii.36,
1,Ja.v.185
1,Avs.ii.189
1,Vin.i.330
1,Vb.317
1,Vv.83#2
1,DN.iv.302
1,DN.v.44
1,DN.v.99
1,DN.v.342
1,Dhp-a.iii.498
1,Ja.ii.392
1,Cnd.234
1,MN.iii.264
1,SN.iii.255
1,SN.iv.81
1,SN.v.258
1,Kv.iii.7
1,Kv.254
1,AN.v.13
1,Cnd.235#5
1,Dhs.830
1,Dhs.703
1,Dhs.817
1,DN.ii.310
1,Dhs.433
1,Dhs.620
1,Pts.i.40
1,Nd.67
1,Mil.ii.278
1,Dhp-a.iii.101
1,Mhvs.iv.106
1,Sdhp.317
1,Mhbv.148
1,Sdhp.41
1,AN.iii.228
1,Ja.vi.169
1,Dpvs.i.6
1,Thag.1137
1,Vin.ii.310
1,Pv.iii.2#7
1,Dpvs.i.24
1,Dpvs.i.37
1,Vb.254
1,Dhs-a.381
1,Avs.i.221
1,Thag.567
1,Sdhp.132
1,Thag.871
1,Thag.873
1,Vv.30
1,Pgdp.47
1,Pgdp.64
1,Dhtp.295
1,Dhtm.552
1,Ja.vi.528#24
1,Ja.vi.529#4
1,Ja.vi.529#9
1,DN-a.i.279
1,MN.i.452
1,Vin.iii.26
1,SN.i.305
1,Thag.123
1,Thag.138
1,Dhtp.243
1,Dhp.169
1,Thag.36
1,Dhtp.251
1,Vism.113
1,Snp.p.146
1,Cnd.235#2
1,Cnd.238
1,Jtm.31<sup>1</sup>
1,AN.iv.5
1,Avs.i.266
1,Avs.ii.109
1,Mhvs.i.108
1,Mhvs.i.114
1,DN-a.iii.48
1,Vb.551
1,Ja.ii.232
1,Pv.iii.6#14
1,Dhtp.19
1,Pv.iv.1#16
1,Divy.606
1,Vism.169
1,Vism.331
1,Thag.674
1,Cnd.240
1,Vin.iv.298
1,SN.v.114
1,Dhs.111
1,Dhs.671
1,Dhs.772
1,Dhs.1522
1,Vin.iii.56
1,Ja.ii.374
1,Thag-a.75
1,Vin.v.189
1,MN.iii.149
1,Dhs.325
1,Dhs.323
1,Dhs.1192
1,Dhs.1515
1,Dhs.1194
1,Dhs.1517
1,Thag-a.45
1,Dhs.670
1,Dhs.769
1,Dhs.1520
1,Dhs.667
1,Dhs.767
1,Asl.66
1,Dīpavaṁsa.i.2
1,Divy.451
1,Kp.vii.5
1,Thag.868
1,Vin.i.198
1,Vin.iii.223
1,Vin.iii.202
1,Avs.ii.184
1,Divy.341
1,Vin.iii.256
1,Vin.iv.99
1,Vin.i.263
1,Vin.v.178
1,Vin.iii.265
1,Dhtp.197
1,Cnd.2#b
1,Dhp-a.i.294
1,Dhp-a.iii.281
1,Dhp-a.iv.82
1,Dhp-a.v.385
1,Kvu.viii.9
1,Kv.343
1,Vb.40
1,Ja.iii.337
1,Thig.71
1,Thig.227
1,Thag.1262
1,Thig.118
1,Snp-a.ii.225
1,Dhp-a.iii.136
1,Mhbv.122
1,Vin.v.159
1,Vin.v.184
1,Vin.iii.165
1,Dhs-a.92
1,Vin.i.149
1,Snp.616
1,DN.iii.203
1,Dhtp.530
1,Ja.iii.508
1,Dhp-a.iii.200
1,Dhtp.571
1,Vin.214
1,DN.ii.194
1,Cnd.242
1,Thig.108
1,Dhtp.586
1,Dhtp.590
1,Dhtm.820
1,Dhtp.587
1,Dhtm.821
1,Cnd.337#2
1,Thig.14
1,Dhs.529
1,DN.ii.60
1,AN.iii.73
1,Thag.1029
1,Ja.ii.58
1,Vin.iv.203
1,Vin.iv.364
1,Thag.127
1,Mhvs.vii.24
1,Dhp-a.iii.40
1,DN.v.31
1,DN.v.33
1,DN.v.463
1,MN.ii.235
1,Thag.521
1,Snp.491
1,Dhp-a.iii.42
1,Cnd.245
1,Mil.83
1,SN.vi.226
1,Dhtp.382
1,Dhtp.406
1,Cnd.244
1,Dhtp.480
1,Dhtm.550
1,Vin.v.146
1,Dhtp.22
1,Dhtp.95
1,Cnd.513
1,Ud.6
1,Cnd.248
1,Ja.iii.294
1,Vism.369
1,Dpvs.i.2
1,Dhs-a.258
1,Dhtp.428
1,Cnd.247
1,Vin.iii.55
1,Dpvs.viii.45
1,AN.iv.227
1,Pv.ii.9#49
1,Dhtp.189
1,pp.190
1,Cnd.250
1,Dhs.279
1,Vv.44#164
1,Dhtm.298
1,Vv.33#2
1,Dhp-a.iii.320
1,Dāvs.v.38
1,Dhtp.264
1,Cnd.3#a
1,SN.v.413
1,Dhtp.254
1,SN.v.407
1,Dhp-a.i.241
1,Cnd.494#b
1,Cnd.282#f
1,DN.i.170
1,Avs.ii.119
1,Cnd.35
1,Cnd.235#2m
1,Vin.ii.264
1,Vv.35
1,Thag.908
1,Mhvs.i.166
1,Mhvs.iii.92
1,Thag.1110
1,MN.ii.48
1,Dpvs.iv.3
1,Dpvs.iv.10
1,Dhs.612
1,Dhs.787
1,Dhtp.252
1,SN.iv.392
1,Avs.ii.227
1,Dhtp.282
1,Pts.ii.245
1,Kv.8
1,Kv.10
1,Dhp-a.ii.356
1,AN.iv.48
1,Ja.14
1,Cnd.263
1,DN-a.iii.182
1,DN-a.186
1,Thag.1056
1,Dhp-a.i.265
1,Dpvs.xiv.50
1,Dhtp.120
1,Thag.415
1,Ja.iv.206
1,Dhs.167
1,Dhs.175
1,Vb.257
1,SN.v.307
1,MN.i.203
1,MN.ii.28
1,Dhp-a.iii.226
1,Ja.vi.299
1,Vv.50#12
1,Pv.iv.16#6
1,DN-a.iii.94
1,Vv.5#8
1,Divy.356
1,Cnd.1113
1,MN.i.348
1,Vin.ii.178
1,MN.i.202
1,Dhs.270
1,Pts.ii.42
1,Vb.414
1,Kp-a.214
1,Pv.i.12#6
1,Dhp.i.249
1,SN.v.388
1,AN.iii.286
1,Dhp-a.ii.191
1,AN.ii.119
1,SN.v.381
1,Mhvs.ii.448
1,Kv.231
1,Dhs.1337
1,SN.iii.269
1,MN.ii.26
1,AN.iii.316
1,Divy.543
1,Cnd.206
1,Cnd.279
1,Ja.vi.578.
1,Dhp-a.i.243
1,AN.ii.100
1,Cnd.270
1,MN.50
1,Abhp.194
1,MN.ii.185
1,Cnd.271#i
1,Dhp-a.iii.286
1,Cnd.271#vi
1,Dhp.216
1,Cnd.271#vii
1,Vism.568
1,MN.i.270
1,Nd.271
1,SN.i.357
1,Snp.95
1,Dhs-a.132
1,MN.iii.70
1,SN.v.435
1,SN.ii.209
1,Mhvs.iii.397
1,DN.iii.14
1,Dhs.1234
1,AN.i.90
1,Dhp-a.175
1,Pgdp.17
1,Vv.33<sup>22</sup>
1,Dhs.i.305
1,Pv.ii.4#8
1,Tha-ap.66
1,Mhvs.ii.225
1,Mhvs.i.27
1,Mhvs.ii.215
1,Ja.ii.320
1,Dhp-a.331
1,Pts.ii.99
1,Pv.iv.13#1
1,Thag.876
1,SN.v.58
1,MN.ii.249
1,Thig.424
1,Pv.ii.9#4
1,Mhvs.vii.11
1,Mhvs.vii.12
1,cp.60
1,SN.iv.84
1,Tha-ap.103
1,Avs.ii.56
1,Divy.577</span>]
1,Dpvs.iv.17
1,MN.ii.78
1,MN.iii.100
1,Cnd.235#3p
1,Dhp-a.ii.338
1,Dhp-a.iv.122
1,Snp.1072
1,SN.v.4
1,Pv-a.127.
1,Dāvs.v.59
1,MN.i.223
1,SN.iv.394
1,Pts.i.160
1,Divy.81#2
1,Pv.iii.1#19
1,Vv.18#13
1,Vv.47#8
1,Sdhp.478
1,Avs.i.130
1,Cnd.235#3q
1,Divy.502
1,Vv.33#27
1,AN.ii.127
1,Pts.ii.200
1,Vv.20
1,Dhp-a.172
1,Cp.iii.5
1,Cp.iii.2
1,Thag.780
1,Snp.v.888
1,Dpvs.xvii.100
1,Pv.iii.8#1
1,Vv.30#4
1,Thag.107
1,Cnd.286
1,Dhs.815
1,DN-a.i.144
1,Thag.700
1,Cnd.287
1,Cnd.288
1,SN.v.348
1,Asl.338
1,Thag.952
1,Thag.1165
1,Cnd.289
1,AN.iv.234
1,Pv.ii.1#8
1,Dhs.1154
1,Pp-a.232
1,MN.ii.244
1,Dpvs.iv.6
1,DN.iii.180
1,Cp.i.10#5
1,DN.iii.8
1,Sdhp.399
1,Cnd.293
1,Ja.iv.338
1,Mhvs.vii.14
1,Mvu.vii.31
1,Vv.62#5
1,Cp.i.10#9
1,Pv.ii.8
1,Thig.475
1,Vv.17#3
1,Vv.34#1
1,Dhs.43
1,Dhtm.289
1,Pgdp.14
1,MN.iii.269
1,Abhp.467
1,Dpvs.vi.36
1,Thig.135
1,Vv.17#13
1,MN.i.288
1,Thig.32
1,Vv.83#8
1,Dhp-a.ii.215
1,Thig.160
1,Ja.i.641
1,MN.i.565
1,cp.10
1,Vv.35#52
1,Thag.986
1,Cnd.292
1,Mvu.vii.35
1,Pv.iii.2#16
1,SN.iii.49
1,Mvu.iii.51
1,Vin.iv.365
1,Dpvs.i.44
1,Sdhp.20
1,Ja.v.521
1,Sdhp.303
1,Pv.i.1
1,Dpvs.xvii.98
1,Mvu.vii.26
1,Dhp-a.371
1,Thag.781
1,DN.iii.22
1,Dhp-a.iii.180
1,Pv.iv.1#41
1,Dhp.i.257
1,Ja.v.139
1,Cnd.297
1,Dhs.577
1,Vin.i.323
1,MN.ii.87
1,SN.iii.213
1,SN.ii.61
1,Thig.184
1,Pts.i.135
1,Sdhp.13
1,Vb.382
1,Vb.7
1,Vb.20
1,Cnd.299
1,Cnd.300
1,Pts.i.62
1,Dpvs.vi.25
1,Pts.i.138
1,Dhs-a.109
1,Dhs.1362
1,Cnd.25
1,Dhs.1364
1,Thag.198
1,cp.i.49
1,cp.i.51
1,Thig.70
1,Tikp.278
1,Duka-pa.54
1,Ap.v.16
1,Vv-a.239
1,Vv.ii.3#2
1,Cnd.302
1,DN.iii.200
1,Thag.615
1,Bv.ii.50
1,Avs.ii.198
1,Dpvs.ix.15
1,Dhp-a.iv.27
1,Thag.646
1,Mvu.ii.45
1,Dhp-a.iii.322
1,Ja.iii.64
1,Mhvs.vii.7
1,Mhvs.vii.41
1,Vv.20#10
1,SN.v.372
1,Cnd.303
1,Iti.105
1,Pts.ii.204
1,Cnd.304#iib
1,Cnd.680#i.c
1,SN.iii.222
1,SN.iv.129
1,cp.iv.52
1,Vism.165
1,SN.iv.147
1,Cnd.136#v
1,AN.v.117
1,Dhs.985
1,Vin.iv.32
1,Mvu.ii.134
1,Vv.46#21
1,Vv.46#7
1,Mhvs.i.61
1,Dhs-a.220
1,Vism.402
1,Pv.ii.13#4
1,AN.ii.264
1,Thag.627
1,Thig.365
1,AN.i.332
1,SN.iv.101
1,SN.iv.269
1,SN.v.475
1,Ja.iv.158
1,Mhvs.i.106
1,Mhvs.i.257
1,Mhvs.i.283
1,Mhvs.i.291
1,Cnd.310
1,Thag.1278
1,SN.iv.280
1,Ja.iv.143
1,Pv.4#2
1,Vin.iii.152
1,MN.i.221
1,MN.i.249
1,Thag.1254
1,Thig.7
1,Thig.392
1,Vv.33<sup>38</sup>
1,Dhp-a.281
1,Cnd.312
1,MN.ii.16
1,SN.v.349
1,MN.ii.51
1,MN.iii.218
1,Dhs.413
1,Dhs.421
1,Dhs.1389
1,Dhp.i.121
1,Iti.6
1,SN.v.34
1,AN.iii.357
1,AN.i.195
1,Dhp.357
1,Thag.1119
1,Ja.iv.334
1,Dhp-a.iii.95
1,Avs.i.31
1,Ja.iii.2
1,an.2
1,Vv.55#1
1,Thig.430
1,Thag.520
1,Dhp-a.iii.419
1,Dhp-a.iii.2
1,Cnd.271#iii.
1,DN-a.i.190
1,AN.v.77
1,Thag.225
1,Thag.610
1,Ja.iii.457
1,Ja.iv.611
1,Dhp-a.iii.464
1,Pv.iii.10#4
1,Vv.63#13
1,Lal.226
1,Mnd.94
1,Vv.16#8
1,DN.ii.228
1,AN.v.245
1,AN.v.279
1,DN.iii.91
1,Cnd.320
1,Pv.iv.16#9
1,DN.iii.39
1,Thag.395
1,Dhs.66
1,Dhs.572
1,Dhs.594
1,Avs.ii.81
1,Avs.ii.155
1,MN.ii.188
1,Mvu.ii.357
1,Mvu.iii.234
1,Mvu.iii.238
1,Ne.170
1,Snp.190
1,Dhs-a.ii.126
1,Thag.1048
1,Dhp-a.iii.250
1,Thag.742
1,Dhs.90
1,Dhs.309
1,Dhs.333
1,Dhp-a.iv.91
1,AN.ii.381
1,Thag.270
1,Thag.286
1,Thag.1083
1,Vin.iv.56
1,Thag.712
1,DN-a.249
1,DN.ii.125
1,Thag-a.25
1,Thag-a.121
1,SN.v.424
1,Vb.301
1,AN.ii.338
1,SN.ii.175
1,Cnd.323
1,Pv-a.284#2
1,Cnd.324
1,Dhp-a.vi.165
1,Dpvs.ix.19
1,Cp.ii.8
1,Cp.ii.4
1,Bv.ii.82
1,Vin.ii.288
1,Thag-a.14
1,Bv.ii.15
1,Thag.1204
1,Cnd.326
1,Dhp-a.i.61
1,Dpvs.xiv.51
1,Divy.340
1,Pv.ii.3#12
1,Thig.441
1,Thag.601
1,Vv.64#21
1,Dhp-a.iv.224
1,Cnd.327
1,Ud.92
1,AN.V.114
1,Mhvs.vii.16
1,Dhs-a.131
1,Cnd.330
1,Thag-a.167
1,Cnd.331
1,Pts.ii.137
1,Vb.417
1,Vv.53#236
1,Vv.63#268
1,Sdhp.448
1,Snp.865
1,Cnd.335
1,Ja.iv.268
1,Dpvs.iv.15
1,Snp.109
1,Ja.iii.451
1,Pv.iv.1#7
1,Thag.693
1,Snp.518
1,Mhvs.ii.249
1,Dhp-a.ii.211
1,Pts.i.87
1,Cnd.570#2
1,Pts.ii.172
1,Divy.222
1,Mnd.435
1,Cnd.339
1,MN.i.53
1,AN.v.51
1,Mnd.276
1,Bdhd.83
1,Mhvs.vii.1
1,Mhvs.vii.20
1,Vv.44#16
1,SN.i.iii.155
1,SN.i.v.51
1,Vin.iv.140
1,Thag-a.105
1,Divy.537
1,Divy.539
1,Dhs-a.369
1,SN.ii.44
1,Vism.711
1,Thag.1270
1,Mnd.494
1,Cnd.340
1,Cnd.341
1,Ja.vi.585
1,DN.i.147
1,Thig.30
1,Pv.iii.6#8
1,Lal.167
1,Dīpavaṁsa.xvii.109
1,Cnd.199#4
1,Divy.256
1,Sdhp.172
1,Sdhp.173
1,Kv.4
1,Kv.3
1,Snp-a.576
1,Cnd.343
1,Ja.vi.83
1,Cnd.344
1,DN.iii.162
1,Cnd.45
1,Dhp-a.iii.454
1,SN.iii.147
1,Pts.ii.241
1,SN.iv.106
1,Thig.132
1,Thig.431
1,Ne.51
1,MN.i.321
1,AN.v.119
1,Cnd.278
1,Cnd.348
1,AN.i.338
1,Cnd.346
1,Cnd.872
1,Cnd.291#2
1,Cnd.347
1,Thag.416
1,Cnd.349
1,Bv.i.49
1,Cnd.350
1,Dhs-a.30
1,Cnd.351
1,Mvu.iii.165
1,Avs.i.321
1,Ja.iv.83
1,Ja.iv.39
1,Vism.649
1,Thag.1105
1,Tha-ap.153
1,SN.iv.75
1,cp.141
1,Dhp-a.iii.267
1,SN.v.134
1,SN.v.190
1,Kv.121
1,Iti.222
1,Ne.36
1,Kv.34
1,AN.iv.454
1,AN.iii.442
1,Thag.906
1,Kp.viii.13
1,Mnd.420
1,Lal.300
1,Mnd.399
1,SN.vi.62
1,Avs.ii.181
1,Ne.274</span>]
1,Pts.ii.201
1,Cnd.3#2
1,Ja.vi.556
1,Pv.i.12
1,Vv.40#1
1,Pv.iv.3#12
1,Cnd.608
1,Divy.193
1,Pts.i.170
1,Pts.ii.64
1,Dhs-a.53
1,Cnd.1#d
1,SN.iv.268
1,AN.iv.78
1,Pts.ii.59
1,Dhs.530
1,Dhs-a.223
1,Pp.74
1,Ja.iii.133
1,Vv.33#36
1,Cnd.356
1,Dhp.96.
1,DN.i.218
1,DN.i.219
1,Cnd.202#a
1,Dhs-a.337
1,Cnd.357
1,Dhs.1414
1,Dhs.1595
1,Vb.63
1,Cnd.358
1,Dhp-a.ii.209
1,Vv.64#31
1,Cnd.359
1,Ja.v.143.
1,Cnd.304#iii.c
1,Pv.iii.10
1,Pv.iv.7
1,SN.v.450
1,MN.i.285
1,MN.ii.149
1,MN.iii.166
1,MN.iii.209
1,Thig.456
1,SN.v.332
1,Thag.710
1,Sdhp.606
1,Vism.441
1,MN.i.543
1,Thag.320
1,Pts.ii.221
1,SN.iv.214
1,Pts.i.100
1,Vism.702
1,Kp.280
1,Thag.376
1,Mhvs.ii.423
1,Cnd.363
1,Pv.iii.7#4
1,Cnd.364
1,Ja.i.309
1,Snp-a.560
1,Mnd.110
1,Vv.63#7
1,Cnd.367
1,Cnd.481
1,Mhvs.vii.8
1,Kp-a.250
1,Mhvs.vii.40
1,Mnd.157
1,Sdhp.373
1,Mnd.189
1,Vin.iii.197
1,Dhs-a.139
1,Pgdp.102
1,Mnd.190
1,Cnd.397#A
1,Pts.ii.73
1,Pts.244
1,Cnd.368
1,Mnd.194
1,Dhs-a.395
1,Sdhp.302
1,Mnd.223
1,Vv.45#4
1,Thag.1093
1,DN.ii.300
1,SN.v.439
1,AN.v.322
1,Dhs.1495
1,Dhs.1152
1,Dhs.1164
1,Dhs.1488
1,Vb.66
1,Vb.130
1,Cnd.370
1,Vv.84<sup>42</sup>
1,Netti.53
1,Netti.87
1,Netti.106
1,Dhp-a.iii.227
1,Vism.487
1,Dhp-a.iii.400
1,Ja.149
1,Mvu.iii.38
1,Ne.130
1,Cnd.371
1,AN.iii.11
1,Cnd.372
1,Sdhp.193
1,Sdhp.198
1,Thag.904
1,Thag.1120
1,Dhp-a.iii.24
1,SN.v.459
1,Mvu.iii.450
1,Kv.615
1,Mnd.295
1,Jtm.220
1,Ja.ii.222
1,Sdhp.94
1,Cnd.373
1,SN.i.171
1,Pv.iv.12#3
1,Dpvs.i.62
1,Pv.ii.95#5
1,Kp-a.80
1,Cp.iii.6
1,Cp.iii.10
1,Pts.1.194
1,Vism.322
1,Pv.ii.9#17
1,Divy.409
1,Avs.i.282
1,SN.iii.118
1,Dhs-a.236
1,Vin.ii.245
1,SN.v.428
1,Divy.422
1,SN.iv.539
1,Snp-a.594
1,Divy.9
1,SN.v.286
1,Pv.iii.56
1,DN.ii.225
1,Vb-a.202
1,Vb-a.205
1,Cnd.280
1,Mbhv.27
1,MN.i.206
1,AN.iii.190
1,Divy.229
1,Thig.40
1,Kv.157
1,Kv.280
1,MN.iii.190
1,MN.iii.196
1,Dhs.1040
1,Dhs.1043
1,Kp-a.178
1,Kp-a.199
1,MN.i.309
1,AN.iv.267
1,DN-a.i.47
1,Snp-a.134
1,DN.ii.207
1,Avs.ii.67
1,Avs.ii.150
1,Divy.494</span>]
1,DN-a.ii.205
1,Vin.ii.9
1,Cnd.430
1,Cnd.377
1,Snp.726
1,Pv.iv.1#64
1,SN.ii.243
1,AN.ii.216
1,Vv.63#10
1,Dhp-a.iii.92
1,Dhp-a.iv.202
1,Vv.84#34
1,Kp-a.98
1,Ja.iii.355
1,Divy.529
1,Dhp-a.iv.190
1,Snp-a.211
1,Snp-a.271
1,Dhp-a.i.197
1,MN.iii.182
1,Cnd.235#I.a
1,Dhs.83
1,Thag.398
1,Ja.ii.256
1,Vv.33#18
1,Mvu.i.269
1,Snp-a.198
1,Cp.i.10#16
1,Mvu.ii.257
1,Mvu.ii.301
1,SN.iv.38
1,SN.iv.39
1,Pp.1
1,Dhs.i.309
1,Snp-a.470
1,Kp-a.28
1,SN.v.401
1,DN.ii.122
1,Pts.i.71
1,Vb-a.396
1,Nd<sup>1</sup>.21
1,Netti.70
1,Netti.90
1,Netti.128
1,Nd<sup>1</sup>.354
1,AN.iv.452
1,Nd<sup>1</sup>.207
1,Kvu.58
1,Netti.199
1,Netti.40
1,Netti.81
1,Netti.127
1,Vb-a.464
1,Vv.34<sup>23</sup>
1,Cnd.382
1,Cnd.380#ii
1,Snp-a.538
1,Dhs-a.81
1,Pgdp.59
1,Thag.628
1,Thag.258
1,Vin.iv.44
1,Dhp-a.iii.456
1,AN.i.21
1,Dhp.i.144
1,Thag.442
1,Dhp.i.286
1,Pv.iv.1#43
1,Dhp.i.95
1,Ne.185
1,Kv.389
1,SN.v.472
1,Vv-a.195
1,DN-a.i.22
1,Dhs.513
1,SN.iv.209
1,Ud.45
1,Mvu.iii.61
1,Vb-a.213
1,SN.ii.113
1,Pts.i.144
1,Thig.421
1,Vb-a.94
1,Mnd.113
1,Snp-a.531
1,Divy.306
1,Snp.555
1,Dhp-a.ii.269
1,Pv.iii.2#27
1,SN.v.421<i>f.</i>
1,MN.iii.83
1,Avs.ii.118
1,Mvu.ii.549
1,Mvu.iii.314
1,AN.v.191
1,Avs.ii.190
1,Vv.52#17
1,Snp-a.234
1,Sdhp.30
1,Sdhp.521
1,SN.iv.361
1,Vb.331
1,MN.iii.251
1,MN.iii.284
1,Pts.i.86
1,DN-a.i.26
1,Avs.i.315
1,Ja.vi.87
1,Thig.185
1,Pts.ii.2
1,Pts.ii.71
1,Mvu.i.253
1,Mvu.i.254
1,Divy.138
1,Divy.549
1,Divy.568
1,Vin.ii.103
1,AN.iii.105
1,Divy.173
1,Divy.564
1,Vv-a.159
1,Vb-a.394
1,Ja.vi.148
1,Ja.iii.3
1,Dhp-a.iii.142
1,Ja.v.76
1,Dhp.333
1,Mnd.224
1,Dhp-a.iii.304
1,AN.iv.469
1,Thag.26
