number_of_occurence, full_citation
3,Sdhp.47
3,Thag.145
3,Vv.11#2
3,Mil.88
3,Cnd.13
3,Dhp-a.ii.273
3,Dhp-a.ii.274
3,Dhp-a.iii.8
3,Sdhp.298
3,MN.iii.125
3,Dhp-a.iv.51
3,Vin.iv.303
3,Vism.161
3,Ja.i.404
3,Ja.ii.181
3,Ja.iii.213
3,Kp.viii.8
3,Ja.vi.323
3,Dhs.1339
3,Sdhp.98
3,SN.iii.180
3,Dhs.1044
3,Mnd.350
3,SN.iv.382
3,Vb.67
3,Vb.119
3,Ja.iv.231
3,Ja.v.327
3,Ja.iii.399
3,MN.i.353
3,Ja.ii.333
3,Snp-a.566
3,Dhs-a.314
3,Sdhp.518
3,MN.i.155
3,SN.v.324
3,Ne.179
3,Vin.iv.233
3,MN.i.532
3,Vv-a.312
3,Vv.83#16
3,Vv.50#20
3,Sdhp.328
3,Ja.iv.421
3,Ja.v.111
3,Pts.ii.49
3,Cnd.36
3,SN.iv.228
3,Snp-a.555
3,DN.ii.284
3,AN.iii.202
3,SN.v.133
3,AN.v.108
3,Dhs.362
3,Dhs.552
3,Vv.80#9
3,Thag.863
3,Thig.77
3,Thig.89
3,Pts.i.159
3,Thig.140
3,Dhp-a.iii.104
3,Vv-a.290
3,Thag.1217
3,MN.i.118
3,Ja.vi.388
3,Ud.59
3,DN.ii.204
3,MN.i.325
3,SN.v.76
3,Ud.80
3,Dhp-a.iii.479
3,Dhp-a.i.279
3,AN.v.85
3,Dhp-a.i.147
3,Vv.81#16
3,Thag-a.245
3,Sdhp.347
3,Kv.81
3,Kp-a.246
3,AN.iv.126
3,Snp.183
3,Ja.iii.521
3,Dhp-a.iii.133
3,Dhp-a.iii.132
3,Sdhp.285
3,Pv.ii.12#15
3,Kp-a.222
3,MN.iii.19
3,Ne.129
3,Sdhp.609
3,Sdhp.204
3,MN.i.363
3,Mnd.490
3,AN.iii.205
3,Dhp.59
3,AN.v.256
3,Vin.i.326
3,Sdhp.323
3,SN.iii.19
3,Mnd.107
3,Dhp-a.iv.180
3,Vin.ii.247
3,SN.iv.401
3,AN.ii.72
3,MN.i.411
3,Divy.70
3,AN.ii.179
3,Snp.24
3,SN.iii.127
3,Vv-a.21
3,Snp-a.338
3,Pv.iv.1#4
3,Ja.vi.289
3,Dhs.1231
3,AN.iii.381
3,DN-a.i.242
3,Pv.iv.3#51
3,Snp-a.373
3,Vb.195
3,Dhs.501
3,Dhs.579
3,Mhvs.102
3,Pv.ii.8#8
3,Pv.iv.1#1
3,Thag.1274
3,Snp.1006
3,Snp.1007
3,Snp.1047
3,Dhp.271
3,Pv.iv.3#15
3,Ja.v.374
3,Divy.301
3,Pv.iv.3#17
3,Ja.v.31
3,SN.iv.187
3,Ja.iii.261
3,Ja.iii.340
3,Cnd.30
3,DN.i.200
3,Vv-a.292
3,Sdhp.387
3,Kp-a.193
3,Sdhp.447
3,SN.v.19
3,Vin.iv.238
3,Vin.ii.261
3,Ja.vi.251
3,Vin.iii.274
3,DN-a.i.32
3,Pv.ii.9#62
3,Vv-a.296
3,Ja.iv.477
3,MN.i.443
3,DN.i.28
3,SN.ii.22
3,SN.ii.23
3,Dhp-a.iv.183
3,Vin.i.125
3,Pts.ii.207
3,MN.iii.240
3,Mhvs.175
3,Pts.i.20
3,Dhs-a.126
3,Thig.345
3,Ja.vi.27
3,AN.v.48
3,n-adj.
3,n.
3,Thag.923
3,Ja.iii.242
3,Divy.49
3,DN.ii.62
3,Dhs-a.261
3,Ja.iv.112
3,Cnd.155
3,AN.iv.73
3,AN.iv.8
3,Pp.40
3,Thig.6
3,Dhp-a.ii.13
3,Divy.197
3,Sdhp.362
3,Vin.v.125
3,MN.i.455
3,Divy.207
3,Dhs.1416
3,SN.v.181
3,SN.v.202
3,Snp.149
3,MN.i.367
3,Snp-a.521
3,Dhp-a.ii.99
3,Vin.v.132
3,Thag.1008
3,Snp-a.507
3,DN.ii.50
3,Ja.vi.109
3,Thag.386
3,Thag.78
3,Cnd.48
3,Sdhp.271
3,Sdhp.346
3,Pv.ii.2#7
3,Thag-a.174
3,SN.v.189
3,Thag.869
3,Snp.527
3,Cnd.507
3,Mnd.330
3,Vv.5#3
3,DN-a.i.258
3,Pv.iv.1#67
3,Ja.vi.423
3,Dhs.1294
3,DN-a.i.129
3,AN.iii.452
3,Thag.864
3,Vin.ii.19
3,SN.v.169
3,MN.i.462
3,SN.v.7
3,SN.ii.81
3,Vin.ii.286
3,Thag.41
3,Thag.1167
3,Snp.p.50
3,Ja.vi.422
3,Snp-a.261
3,Pts.i.10
3,Pts.ii.41
3,SN.v.294
3,SN.v.311
3,Sdhp.411
3,Ja.v.360
3,Snp.511
3,Vin.ii.73
3,Dhs.85
3,Ja.vi.557
3,Ja.iii.31
3,Dhp-a.ii.103
3,Vv-a.25
3,Dpvs.iv.47
3,SN.iii.36
3,Pv.ii.9#19
3,Pv.i.5#4
3,Sdhp.501
3,Sdhp.218
3,Dhp.26
3,Dhp-a.iv.20
3,Snp-a.396
3,Dhp-a.ii.161
3,Thag.24
3,Thag.109
3,Vin.i.236
3,DN.iii.242
3,Thag.875
3,Dhs-a.400
3,Mvu.iii.52
3,Dhp-a.ii.47
3,SN.ii.275
3,Pts.i.195
3,Thag.768
3,Dhp-a.iii.99
3,AN.iii.87
3,MN.ii.96
3,Pts.i.48
3,Sdhp.225
3,Dhp-a.iv.165
3,Pv.i.5#9
3,Vin.ii.48
3,Cp.iii.6#11
3,Thag.223
3,Cnd.54
3,Sdhp.392
3,Ja.ii.50
3,Mnd.441
3,AN.iii.401
3,AN.ii.2
3,AN.iii.130
3,Vin.i.275
3,Vin.iii.260
3,Dhp-a.i.63
3,Dhs.738
3,Pts.i.157
3,Dhs.1117
3,Dhs.1175
3,Mil.145
3,SN.iv.136
3,MN.iii.116
3,Ja.ii.323
3,Ja.iv.242
3,Ja.iv.113
3,Ja.vi.301
3,Dhp-a.iv.41
3,Ja.v.118
3,MN.iii.151
3,Sdhp.214
3,AN.v.214
3,Pv.iv.5#6
3,Dhp-a.iii.63
3,Vin.ii.325
3,Sdhp.294
3,Pv.ii.9#28
3,Sdhp.508
3,Pv.iv.3#24
3,Ja.ii.299
3,Thag.47
3,Kp-a.220
3,Ja.vi.183
3,Vism.9
3,Mnd.300
3,DN-a.i.278
3,MN.i.412
3,Pv.iii.8#2
3,Ja.ii.34
3,Vv.32#6
3,MN.iii.184
3,Thig.494
3,SN.ii.232
3,Sdhp.43
3,Sdhp.75
3,Snp.1129
3,Dhp.385
3,Cnd.628
3,Thag.1218
3,Thag.558
3,Ja.vi.149
3,Dhp.259
3,Thag.16
3,Mnd.377
3,Snp-a.173
3,Vin.1
3,DN.ii.37
3,MN.ii.23
3,Ja.vi.34
3,Kp-a.208
3,Mnd.228
3,Dhp.245
3,Vv-a.343
3,Cnd.239
3,Snp-a.88
3,Thag.614
3,SN.v.41
3,AN.iii.330
3,Snp.264
3,Dhs-a.196
3,AN.v.130
3,AN.v.154
3,Sdhp.233
3,Dhp-a.iv.31
3,Dhp-a.iii.391
3,AN.iii.55
3,Ja.vi.250
3,Ja.v.469
3,Dhp-a.iv.102
3,DN-a.i.227
3,Vv-a.52
3,Thag.448
3,Thig.316
3,Sdhp.514
3,Thag.1065
3,MN.ii.124
3,Vin.v.131
3,Vv.5#9
3,Thag.598
3,Snp.1118
3,AN.ii.101
3,Kp-a.115
3,Thag.1136
3,Dhs-a.312
3,Ja.iii.359
3,MN.ii.222
3,Vv-a.216
3,SN.iv.50
3,Snp-a.592
3,Snp.534
3,Dhp-a.iii.189
3,Vism.396
3,Pts.ii.208
3,Sdhp.56
3,Snp-a.85
3,Vin.iii.88
3,SN.v.159
3,Vin.ii.16
3,Sdhp.228
3,Sdhp.470
3,Ja.vi.474
3,Vin.iv.344
3,MN.i.272
3,Dpvs.v.37
3,AN.iii.392
3,Thag.606
3,Dhs-a.91
3,Vin.iv.273
3,AN.iv.188
3,Vb.321
3,Cnd.99
3,AN.v.47
3,Divy.251
3,Divy.166
3,Ne.33
3,SN.v.318
3,Cnd.152
3,Divy.48
3,Divy.542
3,SN.iii.267
3,AN.iv.34
3,SN.v.330
3,AN.v.112
3,SN.iv.319
3,Dhs.25
3,Thag.1173
3,Vin.iii.187
3,Dhp-a.iii.152
3,Ja.ii.199
3,DN-a.i.152
3,AN.v.122
3,Pts.ii.145
3,Vv.37#7
3,Vv.37#10
3,DN-a.i.23
3,Cnd.88
3,Mil.374
3,Sdhp.523
3,Sdhp.68
3,Sdhp.588
3,AN.iv.173
3,DN.i.225
3,MN.ii.52
3,MN.i.350
3,Dhs-a.249
3,Avs.i.286
3,Snp-a.98
3,Ja.iii.460
3,Divy.337
3,Divy.654
3,Vv.16#10
3,Dhp-a.i.109
3,Jtm.p.30
3,Vin.iii.189
3,SN.v.458
3,DN-a.i.108
3,Dhp-a.i.337
3,Thag.1057
3,Mnd.77
3,Dhp-a.i.350
3,Thig.245
3,DN-a.i.272
3,DN.ii.195
3,Ja.v.178
3,Snp.228
3,Sdhp.571
3,AN.iv.46
3,AN.iv.317
3,AN.v.105
3,AN.v.346
3,Snp-a.399
3,Dhs-a.402
3,Ja.iv.372
3,Sdhp.591
3,Pv.iii.7#9
3,Dhp-a.i.66
3,Sdhp.255
3,Ja.vi.381
3,Dhp-a.iii.151
3,Kp.vii.12
3,Vism.56
3,Dhp-a.iii.67
3,Thig.159
3,AN.iii.135
3,Vb.19
3,Dhp.418
3,Thig.339
3,Pv.iii.6#6
3,Pp.73
3,Dhp-a.iv.193
3,SN.v.273
3,Vin.i.41
3,Dhs.1017
3,DN.i.203
3,SN.iii.94
3,SN.iii.223
3,SN.iv.2
3,SN.v.90
3,DN.ii.153
3,SN.v.166
3,AN.iv.362
3,Dhs-a.349
3,Cnd.94
3,SN.iv.53
3,SN.iv.95
3,Ja.vi.50
3,AN.v.241
3,AN.v.274
3,AN.ii.246
3,DN.ii.90
3,MN.iii.248
3,Dhp-a.iii.246
3,MN.ii.262
3,Snp-a.537
3,Vin.ii.68
3,DN-a.i.30
3,Vin.iii.196
3,Sdhp.463
3,Sdhp.494
3,Dhp-a.ii.34
3,DN.ii.231
3,Thag.1123
3,Dhp-a.i.410
3,Dhp-a.ii.174
3,MN.i.315
3,Ud.91
3,MN.i.552
3,Vv.35#7
3,Ja.iv.348
3,Ja.iv.155
3,Ja.vi.408
3,Vb.393
3,Ja.v.144
3,Pv-a.222
3,Pv.iv.1#11
3,Sdhp.314
3,Dhs.1268
3,Dhs.1278
3,Thag.315
3,Divy.127
3,Vin.i.259
3,Dhp.319
3,Kp-a.140
3,Pts.ii.116
3,Sdhp.436
3,Ja.i.508
3,Dhp-a.i.308
3,Dhs.570
3,Vv.64#3
3,Mnd.36
3,Divy.202
3,Thag.935
3,MN.ii.210
3,Sdhp.592
3,Sdhp.293
3,Ja.v.500
3,Vv.50#22
3,Snp.p.141
3,Dhs.1131
3,Dhs.1460
3,SN.iii.162
3,Snp.730
3,Dpvs.iv.16
3,Dhs.24
3,Ja.iii.474
3,Ja.iii.182
3,SN.iv.304
3,AN.iii.212
3,AN.iv.406
3,AN.v.183
3,Ja.iii.65
3,Thag.717
3,Ja.v.168
3,Mil.167
3,Ja.v.131
3,Cnd.109
3,Sdhp.417
3,Sdhp.589
3,Dhp.11
3,Thig.480
3,Vism.46
3,Vism.77
3,Avs.i.269
3,Dhs.1401
3,Thag-a.61
3,Thig.196
3,Ja.iii.153
3,Vv.35#9
3,Thig.229
3,AN.iii.282
3,AN.iv.184
3,Sdhp.299
3,Sdhp.401
3,Ud.79
3,Thig.496
3,Avs.i.209</span>]
3,Snp.192
3,SN.iii.128
3,Snp.336
3,SN.ii.253
3,Dhp-a.i.139
3,Dhp-a.i.169
3,Dhp-a.iii.437
3,Ja.v.313
3,Vin.ii.244
3,Pv-a.229
3,Mnd.428
3,Snp-a.152
3,Sdhp.42
3,AN.v.345
3,MN.iii.44
3,Snp-a.87
3,Ja.vi.124
3,MN.ii.254
3,MN.iii.28
3,Vin.iii.130
3,Kp-a.66
3,Dhs-a.144
3,Sdhp.159
3,Vv.81#17
3,Pv.iv.1#51
3,Vv-a.190
3,Ja.ii.172
3,AN.iii.60
3,SN.ii.67
3,Avs.i.87
3,Avs.i.85
3,Divy.275
3,Pp-a.215
3,Vin.v.137
3,Ja.iii.404
3,Thag.418
3,SN.i.151
3,Vin.iv.227
3,MN.iii.115
3,Kp-a.155
3,Sdhp.441
3,Dhp-a.ii.201
3,Vin.i.171
3,Dpvs.iv.26
3,Dhp-a.iii.49
3,Thag.1084
3,Snp.617
3,Divy.427
3,Sdhp.59
3,Kp-a.179
3,Ja.vi.460
3,DN-a.i.199
3,Mnd.486
3,MN.iii.156
3,Avs.ii.194
3,Snp.888
3,AN.v.233
3,AN.iii.80
3,Vism.591
3,Vism.456
3,Ja.vi.567
3,Dhs-a.187
3,MN.ii.213
3,Dhp-a.iv.143
3,Sdhp.40
3,AN.iii.209
3,Ja.iii.104
3,Dhp-a.iii.32
3,DN.i.38
3,Pv.iii.10#7
3,Pv-a.208
3,SN.iii.29
3,Divy.329
3,Ja.v.180
3,Ja.vi.243
3,AN.iii.335
3,Dhp-a.iii.290
3,Snp-a.398
3,Pv.ii.9#59
3,Vv.39#4
3,Pgdp.63
3,Thag.555
3,Pts.i.162
3,MN.iii.82
3,AN.iv.150
3,AN.iv.361
3,AN.iv.442
3,AN.iv.443
3,Mnd.73
3,Mnd.104
3,Cnd.471
3,Ud.27
3,Mnd.206
3,Pv.ii.6#5
3,Pv.i.7#7
3,Snp-a.6
3,Ja.v.349
3,Vin.i.354
3,Thag.371
3,Vism.548
3,Vv.16#9
3,Dhp-a.iv.89
3,MN.iii.147
3,Pv.ii.13#19
3,MN.iii.215
3,Vv.8#2
3,Vin.v.135
3,Dhp-a.i.176
3,Ja.iii.528
3,Sdhp.397
3,MN.i.456
3,Vv-a.241
3,Ja.iv.460
3,Divy.2
3,AN.iii.141
3,Pts.ii.225
3,Ne.57
3,Vism.565
3,Vism.324
3,MN.ii.233
3,SN.iii.228
3,AN.iv.426
3,Mnd.133
3,Ja.i.381
3,Vism.527
3,SN.ii.182
3,Ja.ii.271
3,Snp-a.158
3,Ja.iv.410
3,Vv-a.196
3,Snp-a.258
3,Pts.i.52
3,Dhp-a.ii.146
3,Ja.iv.444
3,Cnd.131
3,Pts.i.171
3,SN.iii.166
3,Pts.ii.97
3,Vb.332
3,Vism.533
3,Vv-a.119
3,MN.ii.197
3,SN.v.109
3,Snp.488
3,Vin.i.207
3,AN.iv.316
3,Snp-a.488
3,Sdhp.10
3,AN.iii.268
3,AN.v.19
3,Vb.345
3,Ja.i.427
3,MN.ii.119
3,Thag.3
3,Thag.422
3,Thag.1055
3,Vv.18#9
3,DN-a.i.166
3,Dhp-a.iii.370
3,Kv.380
3,Vism.432
3,Ja.vi.267
3,Dhp-a.iii.184
3,Ud.21
3,SN.v.93
3,Sdhp.15
3,Ja.iii.286
3,AN.i.236
3,AN.v.353
3,Dhp-a.iv.21
3,Snp.85
3,Dhp-a.iii.98
3,Ja.iii.157
3,Ja.v.145
3,Ja.iv.383
3,MN.ii.53
3,Pv.ii.9#15
3,Pp-a.208
3,Thig.273
3,Thag-a.217
3,Pv.iv.7#10
3,Mnd.221
3,Sdhp.384
3,Ja.ii.99
3,Mnd.362
3,AN.i.196
3,Dhs.1448
3,Cnd.134
3,AN.ii.154
3,Snp.546
3,Mnd.331
3,SN.ii.214
3,AN.iii.29
3,AN.iii.166
3,Ne.116
3,Thag.528
3,Mnd.213
3,Sdhp.498
3,Ja.v.272
3,Mil.100
3,Cnd.135
3,Mnd.60
3,Vv.50#11
3,Ja.v.141
3,Ja.ii.60
3,DN.ii.180
3,Ja.iii.512
3,DN.ii.72
3,Vism.515
3,Thig.299
3,MN.i.261
3,Mnd.25
3,Vb.72
3,Divy.165
3,Mnd.164
3,Snp.872
3,Snp-a.108
3,Pts.i.181
3,Snp-a.245
3,Dhp.255
3,SN.v.147
3,Ja.iii.66
3,Vism.556
3,Snp.271
3,Snp-a.441
3,AN.ii.82
3,AN.i.28
3,AN.i.1
3,Thig.294
3,Ja.vi.135
3,DN.ii.270
3,SN.v.303
3,Pts.i.111
3,Vism.378
3,MN.i.103
3,DN.iii.4
3,Dhp-a.iv.32
3,Ja.iv.15
3,SN.ii.155
3,Dhs-a.348
3,Mnd.177
3,Vism.491
3,DN.ii.212
3,AN.iv.166
3,Pts.ii.86
3,Pts.i.115
3,AN.iii.277
3,Dhs.560
3,Dhs.736
3,Sdhp.371
3,Pts.ii.175
3,Sdhp.608
3,MN.i.75
3,Dhs.380
3,Dhs.441
3,Vism.290
3,Sdhp.200
3,Sdhp.348
3,Vism.598
3,Ja.v.44
3,Dhp.262
3,Dhp-a.iii.389
3,Cnd.636
3,Vv.20#9
3,Vv.43#9
3,Vv-a.146
3,AN.iii.231
3,Dhs-a.407
3,Ja.ii.115
3,Ud.13
3,Kv.141
3,Sdhp.573
3,Dhp-a.ii.250
3,Ja.iv.305
3,Vism.196
3,Bv.i.35
3,Dhp-a.iv.130
3,Tha-ap.38
3,Vin.i.98
3,Vin.ii.230
3,Dhp-a.iii.168
3,Sdhp.304
3,Thag.181
3,Divy.77
3,Ja.ii.30
3,Ja.v.244
3,Snp.833
3,Dhp-a.iii.50
3,Ja.vi.562
3,Dhp-a.iii.283
3,Vv.31#1
3,Dhp-a.iii.5
3,Pv.iii.1#16
3,Ja.ii.412
3,SN.v.432
3,AN.iv.17
3,Vv-a.124
3,Vv.33#26
3,Asl.274
3,AN.v.213
3,Vin.i.235
3,Vv.34#23
3,Ja.iv.287
3,Thag.958
3,Ja.iv.28
3,Thag.155
3,Dhp-a.iii.165
3,AN.iv.288
3,Ja.vi.246
3,Pp-a.187
3,Ja.v.194
3,Mnd.158
3,Dhs-a.198
3,Vin.i.95
3,Pv.ii.9#55
3,Pv.iv.12#2
3,AN.iii.221
3,Mhbv.25
3,Snp.1012
3,Thag-a.160
3,DN.i.40
3,Ja.ii.168
3,Avs.i.287
3,Ja.v.477
3,Dhp-a.iii.74
3,Snp.3
3,Ud.78
3,Snp-a.18
3,Pts.i.34
3,AN.ii.90
3,Pts.i.54
3,Kp-a.55
3,Ne.174
3,Ud.1
3,Snp-a.354
3,Sdhp.429
3,Dhs.720
3,DN-a.i.200
3,Snp.5
3,Cp.i.10#2
3,Ja.iv.298
3,Vv.6#7
3,Snp-a.372
3,Ja.ii.262
3,MN.iii.223
3,SN.v.314
3,Ja.iv.345
3,Dhs.429
3,DN-a.i.192
3,Vin.iii.262
3,Ja.iii.106
3,Vv-a.218
3,Vin.iv.254
3,Ja.iii.414
3,Dhp-a.iii.10
3,DN-a.i.154
3,Thag.634
3,Vv-a.294
3,DN.ii.340
3,Vv-a.248
3,Ja.iv.12
3,Vism.633
3,Ja.iv.409
3,Ja.vi.543
3,Ja.vi.102
3,Thag.199
3,Thag-a.205
3,Thig.5
3,Snp.636
3,Snp.481
3,Vin.iii.62
3,Divy.426
3,Pts.i.107
3,Thag-a.18
3,Pv.ii.9#53
3,Divy.342
3,Ja.ii.178
3,Ja.v.301
3,Ne.117
3,DN-a.i.234
3,Dhp-a.iii.73
3,DN.ii.135
3,SN.iii.145
3,Vb.338
3,Ne.63
3,Divy.489
3,DN-a.i.8
3,Ja.vi.394
3,AN.iii.20
3,AN.iv.351
3,AN.v.313
3,Vism.535
3,Sdhp.265
3,Mnd.38
3,AN.i.172
3,Ja.ii.400
3,Divy.212
3,Sdhp.341
3,Dhp.130
3,Sdhp.29
3,Sdhp.259
3,Thig.382
3,Vv-a.245
3,Snp-a.127
3,Kp-a.116
3,Sdhp.616
3,Ja.i.511
3,Vv-a.240
3,Pv.ii.11#1
3,Sdhp.301
3,Divy.503
3,Ja.vi.58
3,Ja.v.249
3,Vv-a.170
3,MN.i.424
3,Avs.i.339
3,Snp-a.375
3,MN.ii.176
3,Ja.iii.121
3,Kp-a.101
3,Mnd.434
3,Dhp-a.iii.260
3,SN.v.65
3,Snp.735
3,Vin.iv.48
3,Kp-a.136
3,Thag.842
3,Ja.vi.182
3,Vism.275
3,Dhp-a.i.286
3,MN.iii.227
3,DN.ii.56
3,SN.iv.390
3,MN.iii.15
3,MN.iii.114
3,MN.iii.295
3,Vism.505
3,Snp.876
3,Snp.470
3,Sdhp.12
3,Ja.vi.327
3,Vin.i.37
3,AN.iii.206
3,Vin.iv.21
3,MN.iii.219
3,AN.v.301
3,Pts.i.177
3,Vism.148
3,Vism.319
3,Divy.483
3,Pv.iv.1#12
3,Ne.66
3,Dhp.238
3,Vin.v.123
3,Vin.iii.169
3,DN.iii.60
3,Vin.v.142
3,SN.ii.193
3,Dhs-a.135
3,Dhp-a.iii.41
3,Dhp-a.iii.301
3,Snp-a.241
3,Dhp-a.iv.195
3,Vin.iii.33
3,Thag-a.254
3,Ja.iv.162
3,SN.iii.39
3,MN.i.60
3,Pv.ii.1#1
3,Ja.iii.345
3,Thag.124
3,Thag.495
3,Sdhp.77
3,Ja.v.114
3,Sdhp.167
3,DN.ii.71
3,AN.iv.77
3,DN.i.154
3,Dhp.269
3,Snp-a.50
3,Ja.iii.156
3,Vin.i.123
3,Thag-a.111
3,Vism.425
3,Ja.iv.356
3,Vism.186
3,Vv-a.205
3,Ja.iii.356
3,Vism.395
3,Sdhp.452
3,Ja.ii.131
3,Ja.ii.191
3,Pv.iii.3#6
3,AN.iv.233
3,Vin.iv.235
3,DN-a.i.153
3,MN.iii.38
3,Thag-a.280
3,Sdhp.26
3,Sdhp.260
3,Sdhp.416
3,Ja.iii.461
3,Dhp-a.iv.123
3,Ja.vi.80
3,Thag.29
3,Ja.vi.66
3,Divy.271
3,Vv-a.214
3,DN.iii.151
3,Thig.444
3,Ja.i.434
3,Divy.490
3,Dhp-a.iii.305
3,Ja.ii.324
3,Dhp-a.iii.342
3,Vv.64#13
3,Ja.iii.308
3,MN.i.63
3,Dhp-a.ii.114
3,Vism.138
3,Ja.ii.234
3,Snp-a.93
3,Vv-a.107
3,MN.ii.136
3,Ja.iii.94
3,Pv.ii.10#4
3,Ja.iv.424
3,Thig.438
3,SN.iii.202
3,DN-a.i.243
3,Thig.116
3,Pv.ii.3#8
3,Cnd.257
3,SN.v.186
3,Thag.7
3,Cnd.178
3,Vb.25
3,MN.i.189
3,MN.i.502
3,AN.iv.214
3,Divy.145
3,MN.i.247
3,Thag.774
3,DN.iii.118
3,AN.iv.217
3,Thag.965
3,Divy.300
3,MN.i.378
3,Ja.iii.142
3,Snp-a.596
3,MN.iii.120
3,Pts.ii.100
3,Pts.ii.159
3,Pts.ii.162
3,Pv.iv.3#35
3,Thig.242
3,Thag.356
3,Ja.iv.40
3,Thag.88
3,Thig.27
3,Pv.ii.9#64
3,AN.iv.309
3,Vism.155
3,Dhp-a.iv.206
3,Vv.84#36
3,Snp.538
3,Mnd.412
3,Dhp-a.ii.1
3,Vin.iv.94
3,Snp.25
3,Thag.445
3,Vism.280
3,Ja.ii.204
3,Thig.259
3,Ja.v.210
3,Ja.v.411
3,Snp.541
3,Pts.ii.62
3,DN.iii.116
3,AN.iv.152
3,Dhs-a.352
3,Cnd.185
3,Cnd.186
3,Thag.691
3,Ja.vi.242
3,Ja.vi.593
3,Thig.451
3,DN.ii.349
3,DN.ii.341
3,Vin.iv.288
3,Ja.v.230
3,Ud.24
3,Kv.202
3,Ja.ii.118
3,Dhp-a.i.440
3,Ja.iii.42
3,Ja.v.415
3,Ja.iii.146
3,Dhp-a.iii.66
3,Snp.526
3,AN.iv.429
3,Vv.32#9
3,Kp-a.230
3,Ja.v.353
3,Ja.i.424
3,Vin.i.153
3,Vin.i.309
3,Vism.181
3,Ja.iii.76
3,Mil.77
3,Ja.iv.339
3,DN.ii.282
3,Snp.1088
3,Ja.i.299
3,AN.v.128
3,AN.v.185
3,Kp-a.48
3,Thig.449
3,Ja.ii.136
3,Pv.ii.7#7
3,AN.i.179
3,Ja.vi.240
3,AN.ii.213
3,Ja.vi.154
3,Thag.95
3,Ud.4
3,Ja.iii.199
3,Snp.16
3,Snp.p.18
3,SN.ii.181
3,Ja.i.316
3,Ja.vi.107
3,Ja.iv.152
3,MN.i.186
3,Mhbv.29
3,Thig.262
3,Ja.vi.165
3,Ja.vi.372
3,Vin.i.144
3,Vin.v.221
3,Vin.v.116
3,Ja.vi.216
3,Thag.277
3,Pv.iv.16#1
3,MN.iii.180
3,Thag.872
3,SN.iii.212
3,Cnd.283
3,Ja.iv.451
3,Ja.iii.321
3,Dhp-a.i.96
3,Dhp-a.i.335
3,Dhs-a.82
3,Dhs-a.323
3,Mil.137
3,AN.iv.335
3,AN.iv.365
3,Vism.404
3,Ja.i.355
3,Dhs-a.272
3,Vb.273
3,Ud.31
3,Snp.882
3,Dhp-a.i.172
3,Dhp-a.iii.255
3,Ud.11
3,Dhp-a.iii.261
3,Thig.458
3,Snp-a.341
3,SN.iv.374
3,Ja.iii.68
3,Ja.iii.158
3,Vin.iii.133
3,Dhp-a.i.380
3,Dhs-a.247
3,Ja.ii.51
3,Ja.iii.464
3,DN.ii.355
3,DN-a.i.62
3,Thag.531
3,MN.ii.198
3,Ja.v.193
3,Snp.574
3,AN.iv.342
3,Ja.v.440
3,Ja.ii.351
3,Ja.ii.365
3,Ja.v.320
3,Ja.iv.253
3,Thig.141
3,Ja.iv.273
3,Ja.vi.181
3,Ja.vi.506
3,Ja.v.183
3,Vism.452
3,Ja.iii.170
3,Vb.374
3,Ja.iii.293
3,SN.i.80
3,Sdhp.261
3,Dhs.1114
3,Pts.ii.44
3,Pv.ii.13#8
3,Vb.404
3,Vism.486
3,AN.ii.244
3,Ja.iii.375
3,Ja.iii.258
3,Snp.175
3,Ja.iii.362
3,MN.i.517
3,Snp.549
3,DN.i.252
3,AN.v.333
3,Ne.183
3,Pts.i.175
3,AN.v.95
3,Dhs-a.93
3,Dhs-a.240
3,SN.v.75
3,SN.v.298
3,Pts.i.178
3,Dhs.613
3,Dhs.972
3,Dhs.1006
3,Dhs.636
3,Pts.ii.52
3,Dhp-a.iii.181
3,Thag.563
3,SN.v.470
3,Dhp-a.iv.172
3,MN.ii.67
3,Pv.i.10#8
3,Dhp-a.i.417
3,Ja.ii.265
3,Dhp.276
3,Dhp.421
3,MN.ii.177
3,AN.iv.80
3,Vv-a.151
3,Ja.ii.121
3,Dhp-a.iv.134
3,Ja.iii.14
3,Dhs.566
3,Dhs.989
3,Dhs.1424
3,Vb.385
3,Vb.120
3,Vb.323
3,Thag.243
3,Dhp-a.i.386
3,Vv-a.325
3,Dhp.212
3,Pv.ii.6#9
3,Thig.333
3,Dhp.210
3,Thag.1054
3,Ud.49
3,Dhp-a.i.376
3,Ja.vi.478
3,Divy.143
3,Iti.7
3,Ja.iv.411
3,Vin.iii.237
3,MN.i.210
3,Dhs-a.162
3,Pts.i.85
3,Vb.210
3,Dhp.112
3,Thag.959
3,Dhp-a.i.353
3,Pv.iii.4#2
3,Dhtm.526
3,Avs.ii.19
3,MN-a.152
3,Thag.64
3,Thag.1010
3,Ja.iv.198
3,Vv.11#1
3,DN.iii.25
3,Vism.53
3,AN.v.361
3,MN.i.44
3,Ja.i.301
3,Snp.499
3,Sdhp.351
3,Ja.ii.371
3,SN.iv.161
3,Divy.294
3,Vin.iii.287
3,SN.iii.88
3,Dhp-a.iii.330
3,Sdhp.16
3,Sdhp.394
3,Vin.ii.160
3,Divy.22
3,Ja.v.240
3,AN.ii.107
3,AN.iii.255
3,Pts.ii.183
3,Ja.i.325
3,AN.v.84
3,AN.v.184
3,Thig.162
3,Vb-a.1
3,Pts.ii.157
3,SN.iii.227
3,AN.iv.147
3,Pts.i.37
3,Pts.i.39
3,Dhs.68
